 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20110627        0.400000E+00        0.141820E+02        0.828156E+02        0.556758E+02        0.170152E+03        0.170152E+02        0.170152E+04        0.250000E+01        0.600000E+01        0.855150E-02        0.393347E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.417170E-01        0.100074E-01        0.261365E-03        0.170254E-03        0.380004E+00        0.170005E+01        0.100000E+00        0.361864E-10        0.100000E-02        0.183382E-06        0.515747E-09        0.261233E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.114959E+00        0.000000E+00        0.170152E-03        0.170152E-03        0.000000E+00        0.000000E+00        0.491085E-01        0.876302E-02        0.100000E+01
  20110628        0.400000E+00        0.133217E+02        0.795434E+02        0.527143E+02        0.163525E+03        0.163525E+02        0.163525E+04        0.250000E+01        0.600000E+01        0.832799E-02        0.390751E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.391997E-01        0.100074E-01        0.254533E-03        0.163623E-03        0.381405E+00        0.170005E+01        0.100000E+00        0.492911E-10        0.100000E-02        0.183382E-06        0.684159E-09        0.254358E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.108022E+00        0.000000E+00        0.163525E-03        0.163525E-03        0.000000E+00        0.000000E+00        0.440272E-01        0.675354E-02        0.100000E+01
  20110629        0.400000E+00        0.111762E+02        0.710362E+02        0.452195E+02        0.146065E+03        0.146065E+02        0.146065E+04        0.250000E+01        0.600000E+01        0.772411E-02        0.383466E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.328441E-01        0.100074E-01        0.236077E-03        0.146153E-03        0.385334E+00        0.170005E+01        0.100000E+00        0.673653E-10        0.100000E-02        0.183382E-06        0.867228E-09        0.235855E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.905082E-01        0.000000E+00        0.146065E-03        0.146065E-03        0.000000E+00        0.000000E+00        0.351566E-01        0.444747E-02        0.100000E+01
  20110630        0.400000E+00        0.116619E+02        0.730093E+02        0.469308E+02        0.150144E+03        0.150144E+02        0.150144E+04        0.250000E+01        0.600000E+01        0.786727E-02        0.385231E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.342926E-01        0.100074E-01        0.240452E-03        0.150235E-03        0.384382E+00        0.170005E+01        0.100000E+00        0.939302E-10        0.100000E-02        0.183382E-06        0.123162E-08        0.240137E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.944997E-01        0.000000E+00        0.150144E-03        0.150144E-03        0.000000E+00        0.000000E+00        0.348543E-01        0.334827E-02        0.100000E+01
  20110701        0.400000E+00        0.125821E+02        0.766701E+02        0.501494E+02        0.157665E+03        0.157665E+02        0.157665E+04        0.250000E+01        0.600000E+01        0.812784E-02        0.388381E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.370215E-01        0.100074E-01        0.248416E-03        0.157760E-03        0.382683E+00        0.170005E+01        0.100000E+00        0.131736E-09        0.100000E-02        0.183382E-06        0.178455E-08        0.247960E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.102020E+00        0.000000E+00        0.157665E-03        0.157665E-03        0.000000E+00        0.000000E+00        0.356754E-01        0.224960E-02        0.100000E+01
  20110702        0.400000E+00        0.136993E+02        0.809885E+02        0.540169E+02        0.166457E+03        0.166457E+02        0.166457E+04        0.250000E+01        0.600000E+01        0.842727E-02        0.391910E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.403067E-01        0.100074E-01        0.257568E-03        0.166557E-03        0.380779E+00        0.170005E+01        0.100000E+00        0.189294E-09        0.100000E-02        0.183382E-06        0.265872E-08        0.256889E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.111073E+00        0.000000E+00        0.166457E-03        0.166457E-03        0.000000E+00        0.000000E+00        0.366633E-01        0.926706E-03        0.100000E+01
  20110703        0.400000E+00        0.142165E+02        0.829453E+02        0.557941E+02        0.170414E+03        0.170414E+02        0.170414E+04        0.250000E+01        0.600000E+01        0.856027E-02        0.393447E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.418176E-01        0.100074E-01        0.261633E-03        0.170516E-03        0.379950E+00        0.170005E+01        0.100000E+00        0.277070E-09        0.100000E-02        0.183382E-06        0.395299E-08        0.260625E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.115236E+00        0.000000E+00        0.170414E-03        0.170414E-03        0.000000E+00        0.000000E+00        0.357783E-01        0.000000E+00        0.100000E+01
  20110704        0.400000E+00        0.150980E+02        0.862223E+02        0.588036E+02        0.177001E+03        0.177001E+02        0.177001E+04        0.250000E+01        0.600000E+01        0.877946E-02        0.395942E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.443774E-01        0.100074E-01        0.268332E-03        0.177107E-03        0.378604E+00        0.170005E+01        0.100000E+00        0.410166E-09        0.100000E-02        0.183382E-06        0.600173E-08        0.266804E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.122290E+00        0.000000E+00        0.177001E-03        0.177001E-03        0.000000E+00        0.000000E+00        0.356278E-01        0.000000E+00        0.100000E+01
  20110705        0.400000E+00        0.160535E+02        0.896990E+02        0.620412E+02        0.183937E+03        0.183937E+02        0.183937E+04        0.250000E+01        0.600000E+01        0.900735E-02        0.398487E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.471320E-01        0.100074E-01        0.275297E-03        0.184047E-03        0.377231E+00        0.170005E+01        0.100000E+00        0.627955E-09        0.100000E-02        0.183382E-06        0.942701E-08        0.272905E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.129881E+00        0.000000E+00        0.183937E-03        0.183937E-03        0.000000E+00        0.000000E+00        0.352928E-01        0.000000E+00        0.100000E+01
  20110706        0.400000E+00        0.165239E+02        0.915988E+02        0.639046E+02        0.188305E+03        0.188305E+02        0.188305E+04        0.250000E+01        0.600000E+01        0.914940E-02        0.400049E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.488974E-01        0.100074E-01        0.279639E-03        0.188418E-03        0.376388E+00        0.170005E+01        0.100000E+00        0.988875E-09        0.100000E-02        0.183382E-06        0.150793E-07        0.275831E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.134746E+00        0.000000E+00        0.188305E-03        0.188305E-03        0.000000E+00        0.000000E+00        0.339729E-01        0.000000E+00        0.100000E+01
  20110707        0.400000E+00        0.164283E+02        0.908642E+02        0.634981E+02        0.189160E+03        0.189160E+02        0.189160E+04        0.250000E+01        0.600000E+01        0.917709E-02        0.400351E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.492458E-01        0.100074E-01        0.280485E-03        0.189274E-03        0.376224E+00        0.170005E+01        0.100000E+00        0.159020E-08        0.100000E-02        0.183382E-06        0.243224E-07        0.274393E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.135706E+00        0.000000E+00        0.189160E-03        0.189160E-03        0.000000E+00        0.000000E+00        0.316176E-01        0.000000E+00        0.100000E+01
  20110708        0.400000E+00        0.165069E+02        0.905729E+02        0.635772E+02        0.191457E+03        0.191457E+02        0.191457E+04        0.250000E+01        0.600000E+01        0.925122E-02        0.401157E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.501858E-01        0.100074E-01        0.282751E-03        0.191572E-03        0.375789E+00        0.170005E+01        0.100000E+00        0.268820E-08        0.100000E-02        0.183382E-06        0.414485E-07        0.272522E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.138296E+00        0.000000E+00        0.191457E-03        0.191457E-03        0.000000E+00        0.000000E+00        0.295095E-01        0.000000E+00        0.100000E+01
  20110709        0.400000E+00        0.159189E+02        0.877822E+02        0.613358E+02        0.189089E+03        0.189089E+02        0.189089E+04        0.250000E+01        0.600000E+01        0.917478E-02        0.400326E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.492167E-01        0.100074E-01        0.280414E-03        0.189203E-03        0.376238E+00        0.170005E+01        0.100000E+00        0.475991E-08        0.100000E-02        0.183382E-06        0.727851E-07        0.262938E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.135626E+00        0.000000E+00        0.189089E-03        0.189089E-03        0.000000E+00        0.000000E+00        0.262806E-01        0.000000E+00        0.100000E+01
  20110710        0.400000E+00        0.148438E+02        0.831246E+02        0.573899E+02        0.183032E+03        0.183032E+02        0.183032E+04        0.250000E+01        0.600000E+01        0.897777E-02        0.398159E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.467691E-01        0.100074E-01        0.274393E-03        0.183141E-03        0.377407E+00        0.170005E+01        0.100000E+00        0.877660E-08        0.100000E-02        0.183382E-06        0.131324E-06        0.244431E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.128881E+00        0.000000E+00        0.183032E-03        0.183032E-03        0.000000E+00        0.000000E+00        0.225069E-01        0.000000E+00        0.100000E+01
